Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address
ITFER-SW-R6-MFG,Active,,ITFER,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.9.17.30/24
ITFER-LAN-RACK22.thermofisher.com (4),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.125/20
ITFER-MFG-RACK5.thermofisher.com,Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.42/24
ITFER-MFG-RACK0.thermofisher.com (1),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.45/24
ITFER-MFG-RACK0.thermofisher.com (2),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.45/24
ITFER-MFG-RACK12.thermofisher.com,Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.34/24
ITFER-SW-MFGR19,Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.28/24
ITFER-LAN-RACK29.thermofisher.com (1),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.131/20
ITFER-LAN-RACK29.thermofisher.com (2),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.131/20
ITFER-LAN-RACK29.thermofisher.com (3),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.131/20
ITFER-MFG-RACK29.thermofisher.com (1),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.36/24
ITFER-MFG-RACK29.thermofisher.com (2),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.36/24
ITFER-MFG-RACK30.thermofisher.com,Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.40/24
ITFER-LAN-RACK30.thermofisher.com,Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.133/20
ITFER-VxRail-IDRAC.thermofisher.com,Active,,ITFER,,,Network OOB,Cisco,C9300-48P,10.9.17.39/24
ITFER-LAN-RACK3.thermofisher.com (2),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.93/20
ITFER-LAN-RACK3.thermofisher.com (3),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.93/20
ITFER-LAN-RACK3.thermofisher.com (4),Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.1.93/20
ITFER-MFG-RACK3.thermofisher.com,Active,,ITFER,,,Switch (Access),Cisco,C9300-48P,10.9.17.41/24
ITFER-MFG-RACK31.thermofisher.com,Active,,ITFER,,,Switch (Access),Cisco,C9500-16X,10.9.17.43/24
ITFER-MFG-CS01.thermofisher.com (1),Active,,ITFER,,,Switch (Core),Cisco,C9500-48Y4C,10.9.17.44/24
ITFER-MFG-CS01.thermofisher.com (2),Active,,ITFER,,,Switch (Core),Cisco,C9500-48Y4C,10.9.17.44/24
USRC3-LAN11 (1),Active,LPD,USRC3,,,Switch (Access),Cisco,C9300-48P,10.161.140.100/32
USRC3-LAN11 (2),Active,LPD,USRC3,,,Switch (Access),Cisco,C9300-48P,10.161.140.100/32
USRC3-LAN11 (3),Active,LPD,USRC3,,,Switch (Access),Cisco,C9300-48P,10.161.140.100/32
SARIY01-PS01.thermofisher.com,Active,,SARIY01,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.96.60.82/28
SARIY01-PS02.thermofisher.com,Active,,SARIY01,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.96.60.83/28
SARIY01-FW01.thermofisher.com,Active,,SARIY01,,,Firewall,Fortinet,FGT_121G,10.96.60.20/28
SARIY01-FW02.thermofisher.com,Active,,SARIY01,,,Firewall,Fortinet,FGT_121G,10.96.60.21/28
USAU8-IDF-106-LAN01.thermofisher.com (1),Active,,USAU8,,,Switch (Access),Cisco,C9200-48P,10.162.177.11/24
INAHM-LAN01.thermofisher.com,Active,,INAHM,,,Switch (Access),Cisco,C9200L-48P-4X,10.96.48.11/24
DELAN-LAN04.emea.thermofisher.com (1),Active,,DELAN,,,Switch (Access),Cisco,WS-C3650-48PS-L,10.112.80.74/26
DELAN-LAN04.emea.thermofisher.com (2),Active,,DELAN,,,Switch (Access),Cisco,WS-C3650-48PS-L,10.112.80.74/26
DELAN-CS02.emea.thermofisher.com,Active,,DELAN,,,Switch (Core),Cisco,N9K-C93180YC-FX3,10.112.80.67/26
10.9.17.48/24,Active,,ITFER,,,Switch (Distribution),Cisco,C9300-48P,
ITFER-LAN-DS01,Active,,ITFER,,,Switch (Distribution),Cisco,C9300-48P,10.9.16.13/25
ITFER-MFG-DS01,Active,,ITFER,,,Switch (Distribution),Cisco,C9300-48P,10.9.17.48/24
DEERL-CS01.emea.thermofisher.com (1),Active,,DEERL,,,Switch (Core),Cisco,C9500-16X,10.209.86.1/24
DEERL-CS01.emea.thermofisher.com (2),Active,,DEERL,,,Switch (Core),Cisco,C9500-16X,10.209.86.1/24
DEERL-EC-01,Active,,DEERL,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.115.146.132/27
ZAPRE-EC-01,Active,,ZAPRE,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.255.193.16/32
CZBRN-TOR03,Active,,CZBRN,,,Switch (Access),Cisco,N9K-C93180YC-FX3,10.170.65.140/24
CZBRN-TOR04,Active,,CZBRN,,,Switch (Access),Cisco,N9K-C93108TC-FX,10.170.65.141/24
USGRE-B2-IDF2A-LAN02.thermofisher.com (2),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.50/24
USGRE-B52-FL2-LAN02.thermofisher.com (1),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.87/24
USGRE-B52-FL2-LAN02.thermofisher.com (2),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.87/24
USGRE-B52-FL2-LAN02.thermofisher.com (3),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.87/24
USGRE-B52-FL2-LAN02.thermofisher.com (4),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.87/24
USGRE-B1-IDF1G-LAN01.thermofisher.com (1),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.146/24
USGRE-B1-IDF1G-LAN01.thermofisher.com (2),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.146/24
USGRE-B1-IDF1G-LAN01.thermofisher.com (3),Active,DPD,USGRE,,,Switch (Access),Cisco,C9200-48P,10.60.98.146/24
USGRE-B1-IDF1C-LAN01.thermofisher.com (1),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,
USGRE-B1-IDF1C-LAN01.thermofisher.com (2),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,
USGRE-B1-IDF1C-LAN01.thermofisher.com (3),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,
USGRE-B1-IDF1C-LAN01.thermofisher.com (4),Active,,USGRE,,,Switch (Access),Cisco,C9200-48P,
L810157-CC1-S5400,Active,,USFL2,,,Switch (Access),Cisco,cisco 1783-HMS8TG4CGN,172.16.5.42/32
701f531147db,Active,,USFL2,,,Switch (Access),Cisco,Cisco SG300-10SFP (PID:SG300-10SFP-K9)-,10.24.100.127/32
USFL2-AS-M-810_3M_SYS.thermofisher.com (1),Active,,USFL2,,,Switch (Access),Cisco,C9200-48P,10.24.123.196/27
USFL2-AS-M-810_3M_SYS.thermofisher.com (2),Active,,USFL2,,,Switch (Access),Cisco,C9200-48P,10.24.123.196/27
USFL2-AS-M-810_3M.thermofisher.com (1),Active,,USFL2,,,Switch (Access),Cisco,C9200-48P,10.24.123.195/27
USFL2-AS-M-810_3M.thermofisher.com (2),Active,,USFL2,,,Switch (Access),Cisco,C9200-48P,10.24.123.195/27
USFL2-AS-M-800_4.thermofisher.com (1),Active,,USFL2,,,Switch (Access),Cisco,C9200-48P,10.24.123.198/27
USFL2-AS-M-800_4.thermofisher.com (2),Active,,USFL2,,,Switch (Access),Cisco,C9200-48P,10.24.123.198/27
DELAN-EC-02,Active,,DELAN,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.112.80.38/27
DELAN-CS01.emea.thermofisher.com,Active,,DELAN,,,Switch (Core),Cisco,N9K-C93180YC-FX3,
NLGR2-EC-01,Active,,NLGR2,,,Silver Peak SD-WAN,Aruba,EC-L-H,10.255.193.6/32
NLGR2-EC-02,Active,,NLGR2,,,Silver Peak SD-WAN,Aruba,EC-L-H,10.255.193.7/32
NLGR2-CS01,Active,PSG,NLGR2,,,Switch (Core),Cisco,C9500-16X,10.112.9.1/26
USSV1-OOB-FW01.thermo.com,Active,Corp,USSV1,,USSV1 101,Network OOB,Fortinet,FG-80F,10.166.128.118/32
USSV5-FW02.thermofisher.com,Active,,USSV5,,,Firewall,Unknown,Unknown,
USRI3-1321-CS01.thermofisher.com (1),Active,MSD,USRI3,,,Switch (Core),Cisco,C9500-16X,10.150.115.33/28
USRI3-MDF-AS01.thermofisher.com (3),Active,MSD,USRI3,,,Switch (Access),Cisco,C9300-48P,10.150.115.38/28
USRI3-MDF-AS01.thermofisher.com (2),Active,MSD,USRI3,,,Switch (Access),Cisco,C9300-48P,10.150.115.38/28
USRI3-MDF-AS01.thermofisher.com (1),Active,MSD,USRI3,,,Switch (Access),Cisco,C9300-48P,10.150.115.38/28
USRI3-1311-AS02.thermofisher.com (4),Active,MSD,USRI3,,,Switch (Access),Cisco,C9300-48P,10.150.115.36/28
USLGN06-A21-CS01.thermofisher.com (1),Active,BCD,USLGN06,,,Switch (Access),Cisco,C9300-48P,10.166.32.65/26
USRI3-1321-CS01.thermofisher.com (2),Active,MSD,USRI3,,,Switch (Core),Cisco,C9500-16X,10.150.115.33/28
USLGN06-A21-AS01.thermofisher.com (1),Active,SUD,USLGN06,,,Switch (Access),Cisco,C9200-48P,10.166.32.81/26
USLGN-A21-AS02.thermofisher.com (2),Active,SUD,USLGN06,,,Switch (Access),Cisco,C9200-48P,10.166.32.82/24
USGRI-IDF-J-LAN10.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.8/24
USGRI-IDF-F-LAN03.thermofisher.com (5),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.11/24
USGRI-IDF-F-LAN03.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.11/24
USGRI-IDF-G-LAN07.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.10/24
USGRI-MDF-LAN01.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.15/24
USGRI-IDF-S-LAN06.thermofisher.com (5),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.13/24
USGRI-MDF-LAN01.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.15/24
USGRI-IDF-R2-LAN02.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.6/24
USGRI-IDF-S-LAN06.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.13/24
USGRI-IDF-R2-LAN02.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.6/24
USGRI-IDF-F-LAN03.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.11/24
USGRI-IDF-H-LAN04.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.9/24
USGRI-IDF-F-LAN03.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.11/24
USGRI-IDF-S-LAN06.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.13/24
USGRI-MDF-LAN02.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.16/24
USGRI-IDF-S-LAN06.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.13/24
USGRI-MDF-LAN02.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.16/24
USGRI-IDF-S-LAN05.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.12/24
USGRI-IDF-F-LAN03.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.11/24
USGRI-IDF-S-LAN05.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.12/24
USGRI-IDF-G-LAN07.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.10/24
USGRI-IDF-E-LAN08.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.14/24
USGRI-IDF-S-LAN05.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.12/24
USGRI-MDF-LAN01.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.15/24
USGRI-IDF-E-LAN08.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.14/24
USGRI-IDF-S-LAN06.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.13/24
USGRI-IDF-E-LAN08.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.14/24
USGRI-IDF-E-LAN08.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.14/24
USGRI-IDF-S-LAN05.thermofisher.com (5),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.12/24
USGRI-MDF-LAN02.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.16/24
USGRI-IDF-S-LAN05.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.12/24
USGRI-MDF-LAN02.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.16/24
USGRI-IDF-S-LAN05.thermofisher.com (6),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.12/24
USGRI-IDF-E-LAN08.thermofisher.com (5),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.14/24
USGRI-IDF-H-LAN04.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.9/24
USGRI-MDF-LAN01.thermofisher.com (4),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.15/24
USGRI-IDF-G-LAN07.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.10/24
USGRI-IDF-G-LAN07.thermofisher.com (1),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.10/24
USGRI-IDF-REC-LAN09.thermofisher.com,Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.7/24
USGRI-IDF-J-LAN10.thermofisher.com (2),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.8/24
USGRI-IDF-R2-LAN02.thermofisher.com (3),Active,BCD,USGRI,,,Switch (Undefined),Cisco,C9200-48P,10.11.255.6/24
ATVI5-AS01,Active,BID,ATVI5,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.112.72.8/26
TWTAI-ECV-01,Active,,TWTAI,,,Silver Peak SD-WAN,Unknown,enterprises.23867.1.2.46,10.216.27.4/28
TWTAI-ECV-02,Active,,TWTAI,,,Silver Peak SD-WAN,Unknown,enterprises.23867.1.2.46,10.216.27.5/28
CNSHF-F-LAN01.thermofisher.com (1),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.197.195/26
CNSHF-F-LAN01.thermofisher.com (2),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.197.195/26
CNSHF-F-LAN01.thermofisher.com (3),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.197.195/26
CNSHF-F-LAN01.thermofisher.com (4),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.197.195/26
CNSHF-F-LAN02.thermofisher.com (1),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.197.198/26
CNSHF-F-LAN02.thermofisher.com (2),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.69.197.198/26
CNSHF-F-LAN03.thermofisher.com (1),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.197.199/26
CNSHF-F-LAN03.thermofisher.com (2),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-48FPS-L,10.69.197.199/26
CNSHF-F-LAN03.thermofisher.com (3),Active,,CNSHF,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.69.197.199/26
CNSHF-F-CS01.thermofisher.com (1),Active,,CNSHF,,,Switch (Core),Cisco,WS-C3850-32XS-E,10.69.197.193/26
CNSHF-F-Security.thermofisher.com,Active,,CNSHF,,,Switch (Access),Cisco,C9200L-48P-4X,10.69.197.196/26
CNSHF-F-LAN04 (1),Active,,CNSHF,,,Switch (Access),Cisco,C9200L-48P-4X,10.69.197.194/26
CNSHF-F-LAN04 (2),Active,,CNSHF,,,Switch (Access),Cisco,C9200L-48P-4X,10.69.197.194/26
CNSHF-F-ECV02,Active,,CNSHF,,,Silver Peak SD-WAN,Unknown,enterprises.23867.1.2.46,10.69.193.3/28
CNSHF-F-ECV01,Active,,CNSHF,,,Silver Peak SD-WAN,Unknown,enterprises.23867.1.2.46,10.69.193.2/28
ATVI5-AS03,Active,BID,ATVI5,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.112.72.10/26
SEUPP-WLC-02,Active,,SEUPP,,,Wireless LAN Controller,Cisco,C9800-L-F-K9,10.35.1.63/24
ATVI5-AS05,Active,BID,ATVI5,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.112.72.12/26
UKWIN-EC-01,Active,,UKWIN,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.112.124.44/27
UKWIN-EC-02,Active,,UKWIN,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.112.124.45/27
ATVI5-AS02,Active,BID,ATVI5,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.112.72.9/26
ATVI5-AS04,Active,BID,ATVI5,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.112.72.11/26
INHYD08-CS01.thermofisher.com (1),Active,,INHYD08,,,Switch (Core),Cisco,WS-C3650-24PD-E,10.96.84.17/28
INHYD08-CS01.thermofisher.com (2),Active,,INHYD08,,,Switch (Core),Cisco,WS-C3650-24PD-E,10.96.84.17/28
INHYD08-EC-01,Active,,INHYD08,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.96.84.2/32
INHYD08-EC-02,Active,,INHYD08,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.96.84.3/28
CNBJ7-LAN01.thermofisher.com (2),Active,,CNBJ7,,,Switch (Access),Cisco,C9200L-48P-4X,10.68.162.67/27
BRJIP01-CS01.thermofisher.com,Active,,BRJIP01,,,Switch (Core),Cisco,WS-C3850-48F-S,10.154.4.254/25
BRJIP01-PS01.thermofisher.com,Active,,BRJIP01,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.154.5.69/28
BRJIP01-PS02.thermofisher.com,Active,,BRJIP01,,,Switch (Access),Cisco,C9200CX-12P-2X2G,10.154.5.70/28
BRJIP01-EC-01,Active,,BRJIP01,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.154.5.66/28
BRJIP01-EC-02,Active,,BRJIP01,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.154.5.67/28
USGRE-CS-01,Active,DPD,USGRE,,,Switch (Core),Arista,DCS-7050SX3-48YC8,10.60.98.131/24
USGRE-CS-02,Active,DPD,USGRE,,,Switch (Core),Arista,DCS-7050SX3-48YC8,10.60.98.132/24
SKBR1-LAB-FW01,Active,,SKBR1,,,Firewall,Unknown,Unknown,
SKBRA02-AS01.thermofisher.com,Active,,SKBRA02,,,Switch (Access),Cisco,C9300-48P,10.23.1.132/26
SKBRA02-AS02,Active,,SKBRA02,,,Switch (Access),Cisco,N9K-C93180YC-FX3,
USEVA02-CS01,Active,,USEVA02,,,Switch (Core),Cisco,C9300L-48P-4X,10.84.44.254/29
USEVA02-CS01(2),Active,,USEVA02,,,Switch (Core),Cisco,C9300L-48P-4X,10.84.44.254/29
USEVA-EC01,Active,,USEVA02,,,Silver Peak SD-WAN,Aruba,EC-M-H,10.84.44.5/25
USLGN06-A21-CS01.thermofisher.com (2),Active,,USLGN06,,,Switch (Access),Cisco,C9300-48P,10.166.32.65/26
INNOI01-CS01.thermofisher.com (1),Active,,INNOI01,,,Switch (Core),Cisco,C9300L-48PF-4X,10.96.26.17/28
INNOI01-CS01.thermofisher.com (2),Active,,INNOI01,,,Switch (Core),Cisco,C9300L-48PF-4X,10.96.26.17/28
USSC1-3450-AS13,Active,,USSC1,,,Switch (Server Access),Arista,DCS-7280SR3-48YC8,10.169.32.80/26
USSC1-3450-AS14,Active,,USSC1,,,Switch (Server Access),Arista,DCS-7280SR3-48YC8,10.169.32.81/26
sof4451,Active,,BGSOF02,,,Router (undefined),Cisco,ISR4451-X/K9,172.31.6.0/30
sofsynexus4351,Active,,BGSOF03,,,Router (undefined),Cisco,ISR4351/K9,10.84.128.160/28
aes-sof-sw01,Active,,BGSOF03,,,Switch (Access),Meraki,Meraki MS250-48P,
aes-sof-sw02,Active,,BGSOF03,,,Switch (Access),Meraki,Meraki MS250-24P,
osasw1,Active,,JPOSA02,,,Switch (Access),Meraki,Meraki MS250-48P,10.84.190.11/32
osasw2,Active,,JPOSA02,,,Switch (Access),Meraki,Meraki MS250-48P,10.84.190.12/32
osk_16fs_fsw2960_001,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osasw3,Active,,JPOSA02,,,Switch (Access),Meraki,Meraki MS250-48P,10.84.190.13/32
osk_17fs_fsw2960_001,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_16fn_esw2960_003,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_16fs_esw2960_002,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_16fn_esw2960_001,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fn_esw2960_001,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fn_esw2960_002,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fn_esw2960_003,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fn_esw2960_004,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fn_esw2960_005,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fs_esw2960_001,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osasw4,Active,,JPOSA02,,,Switch (Access),Meraki,Meraki MS250-48P,10.84.190.14/32
osk_17fs_esw2960_002,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fs_esw2960_003,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fs_esw2960_004,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_16fs_esw2960_001,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_17fs_esw2960_005,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osk_16fn_esw2960_002,Active,,JPOSA02,,,Switch (Access),Cisco,WS-C2960-48PST-S,10.84.190.128/26
osa4351-01,Active,,JPOSA02,,,Router (undefined),Cisco,ISR4351/K9,10.84.191.0/29
sw111010,Active,,USDAL02,,,Switch (Access),Extreme Networks,Extreme Networks Summit XStack,10.84.29.0/25
huntsville site 94,Active,,USHNT01,,,Router (undefined),Extreme Networks,X440G2-24P,10.84.33.0/25
sw306010-01,Active,,USSLC01,,,Router (undefined),Extreme Networks,X440G2-48P,10.84.39.0/25
sw301060-02,Active,,USPEO01,,,Switch (Access),Extreme Networks,X440G2-24P,10.84.40.0/24
sw301060-01,Active,,USPEO01,,,Switch (Access),Extreme Networks,X440G2-48P,10.84.40.0/24
sw080810,Active,,USEVA01,,,Switch (Access),Extreme Networks,X440G2-24P,
sw050530,Active,,USPAP01,,,Switch (Access),Extreme Networks,X440G2-48P,
orlando fl site 20 floor 2,Active,,USORL02,,,Switch (Access),Extreme Networks,X440G2-48P,10.84.58.0/24
orlando fl site 20 basement,Active,,USORL02,,,Switch (Access),Extreme Networks,X440G2-24P,10.84.58.0/24
sw017010,Active,,USRCH01,,,Switch (Access),Extreme Networks,Extreme Networks Summit XStack,10.84.66.0/24
sw118010,Active,,USSLO04,,,Switch (Access),Extreme Networks,Extreme Networks Summit XStack,10.84.72.0/24
sw115030-01,Active,,USTUS01,,,Router (undefined),Extreme Networks,X440G2-24P,10.84.76.0/25
sw750005-01,Active,,USNYC01,,,Switch (Access),Extreme Networks,X440G2-48P,10.84.78.0/24
sw750005-02,Active,,USNYC01,,,Switch (Access),Extreme Networks,X440G2-24P,10.84.78.0/24
aes-manc-sw2,Active,,UKMAN01,,,Switch (Access),Meraki,Meraki MS250-24P,
aes-manc-sw3,Active,,UKMAN01,,,Switch (Access),Meraki,Meraki MS250-24P,
aes-manc-sw1,Active,,UKMAN01,,,Switch (Core),Meraki,Meraki MS250-24P,
USWIL-FL5-AS-01,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.80/32
USWIL-FL5-AS-02,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.81/32
USWIL-FL5-AS-03,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.82/32
USWIL-FL5-AS-04,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.83/32
USWIL-FL5-AS-05,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.84/32
USWIL-FL5-AS-06,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.85/32
USWIL-FL5-AS-07,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.86/32
USWIL-LILLY05-AS-01,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.87/32
USWIL-LILLY05-AS-02,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.88/32
USWIL-FL6-AS-01,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.89/32
USWIL-FL6-AS-02,Active,,USWIL,,,Switch (Access),Meraki,Meraki MS250-48P,10.85.2.90/32
